#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
22,12,0.2,-2.79,0.489,0.00163,Soluble,-3.32,0.144,0.000482,Soluble,-3.77,0.0513,0.000171,Soluble,High,No,No,No,No,No,No,No,-7.05,0,0,0,0,0,0.55,0,2,0,2.68
17,5,0.5,-1.2,16.1,0.0631,Very soluble,-1.67,5.46,0.0214,Very soluble,-2.18,1.67,0.00655,Soluble,High,No,No,No,No,No,No,No,-8.06,0,0,0,0,0,0.55,0,1,0,3.26
27,11,0.56,-4.1,0.0328,7.95e-05,Moderately soluble,-5.71,0.000801,1.94e-06,Moderately soluble,-5.83,0.000603,1.46e-06,Moderately soluble,Low,No,No,No,No,No,No,Yes,-6.49,0,0,0,1,0,0.55,0,0,2,4.03
26,6,0.78,-3.86,0.0529,0.000139,Soluble,-4.47,0.013,3.42e-05,Moderately soluble,-4.36,0.0168,4.42e-05,Moderately soluble,High,No,Yes,No,Yes,No,Yes,No,-6.51,0,0,0,0,0,0.55,0,0,1,4.48
23,10,0.44,-3.79,0.0546,0.000164,Soluble,-4.58,0.0088,2.64e-05,Moderately soluble,-6.36,0.000147,4.4e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.13,0,0,0,0,0,0.55,0,0,0,3.66
26,21,0.09,-4.72,0.00648,1.91e-05,Moderately soluble,-4.53,0.0101,2.96e-05,Moderately soluble,-7.05,3.05e-05,8.97e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.69,0,0,0,0,0,0.55,0,0,1,2.56
27,17,0.15,-4.0,0.0367,0.000101,Soluble,-4.13,0.0269,7.4e-05,Moderately soluble,-6.52,0.000111,3.05e-07,Poorly soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.6,0,0,0,0,0,0.55,0,0,1,3.4
23,6,0.53,-4.28,0.0177,5.21e-05,Moderately soluble,-5.0,0.00337,9.96e-06,Moderately soluble,-5.6,0.000859,2.54e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.5,0,0,0,0,0,0.55,0,0,1,4.02
19,10,0.5,-1.87,3.49,0.0134,Very soluble,-1.56,7.25,0.0279,Very soluble,-2.46,0.913,0.00351,Soluble,High,No,Yes,No,No,No,No,No,-7.63,0,0,0,0,0,0.55,0,0,0,2.82
19,11,0.17,-3.5,0.091,0.000319,Soluble,-4.11,0.0222,7.8e-05,Moderately soluble,-4.59,0.00738,2.59e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.02,0,0,0,0,0,0.55,0,0,0,2.92
24,22,0.05,-4.7,0.00626,2e-05,Moderately soluble,-4.75,0.00561,1.79e-05,Moderately soluble,-8.07,2.64e-06,8.45e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.38,0,0,0,0,0,0.55,0,0,1,2.46
38,6,0.65,-3.93,0.0635,0.000117,Soluble,-3.56,0.151,0.000278,Soluble,-4.95,0.00615,1.14e-05,Moderately soluble,High,No,Yes,No,Yes,No,Yes,Yes,-8.09,1,3,1,0,0,0.55,0,1,2,4.67
23,12,0.22,-4.55,0.00929,2.83e-05,Moderately soluble,-4.72,0.00633,1.93e-05,Moderately soluble,-6.82,4.94e-05,1.5e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.51,0,0,0,0,0,0.85,0,0,1,4.01
19,11,0.0,-2.83,0.392,0.00148,Soluble,-3.37,0.112,0.000422,Soluble,-4.01,0.0257,9.71e-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.66,0,0,0,0,0,0.55,0,2,0,3.19
19,12,0.29,-3.09,0.204,0.000804,Soluble,-2.67,0.545,0.00215,Soluble,-6.02,0.00024,9.46e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-6.18,0,0,0,0,0,0.55,0,0,0,2.39
24,11,0.56,-3.77,0.0559,0.00017,Soluble,-3.75,0.0578,0.000176,Soluble,-4.25,0.0184,5.61e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.18,0,0,0,0,0,0.55,0,0,0,2.88
26,15,0.37,-4.14,0.0271,7.27e-05,Moderately soluble,-4.18,0.0249,6.68e-05,Moderately soluble,-6.57,0.000102,2.72e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.44,0,0,0,0,0,0.55,0,0,1,3.4
21,0,0.94,-2.71,0.58,0.00196,Soluble,-2.48,0.979,0.0033,Soluble,-3.47,0.1,0.000338,Soluble,High,Yes,No,No,No,No,No,No,-6.57,0,0,0,0,0,0.55,0,0,0,3.09
31,16,0.42,-6.37,0.000184,4.24e-07,Poorly soluble,-7.17,2.91e-05,6.7e-08,Poorly soluble,-7.36,1.9e-05,4.39e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-4.67,1,2,0,0,1,0.55,0,0,2,4.64
31,23,0.08,-5.38,0.00171,4.17e-06,Moderately soluble,-6.01,0.000397,9.7e-07,Poorly soluble,-9.87,5.59e-08,1.36e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.44,0,0,0,0,0,0.55,0,0,3,2.8
28,11,0.57,-3.08,0.322,0.000833,Soluble,-3.08,0.321,0.00083,Soluble,-5.14,0.00279,7.23e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-7.37,0,0,0,0,0,0.55,0,0,2,3.61
25,20,0.11,-5.45,0.00124,3.53e-06,Moderately soluble,-6.74,6.44e-05,1.84e-07,Poorly soluble,-5.43,0.00131,3.74e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-4.93,0,0,0,0,0,0.55,0,0,2,3.03
28,16,0.44,-3.56,0.115,0.000275,Soluble,-3.8,0.0666,0.00016,Soluble,-4.74,0.0076,1.82e-05,Moderately soluble,High,No,Yes,No,Yes,No,No,Yes,-7.81,0,0,0,0,0,0.55,0,0,1,4.44
22,18,0.19,-3.78,0.0489,0.000167,Soluble,-3.98,0.0308,0.000105,Soluble,-5.99,0.000303,1.04e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,No,Yes,-6.07,0,0,0,0,0,0.55,0,0,0,2.82
25,5,0.78,-1.81,5.39,0.0155,Very soluble,-1.21,21.4,0.0615,Very soluble,-3.07,0.297,0.000855,Soluble,High,No,Yes,No,No,No,No,No,-8.5,0,1,0,0,0,0.55,0,0,0,4.7
25,6,0.56,-3.67,0.0779,0.000214,Soluble,-4.08,0.0303,8.32e-05,Moderately soluble,-5.8,0.000579,1.59e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.66,0,0,0,0,0,0.55,0,0,1,4.48
19,11,0.4,-4.37,0.0124,4.25e-05,Moderately soluble,-4.91,0.00359,1.24e-05,Moderately soluble,-5.67,0.00062,2.13e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.18,1,0,0,0,0,0.55,0,0,1,2.8
23,11,0.53,-3.33,0.148,0.00047,Soluble,-3.45,0.111,0.000353,Soluble,-5.81,0.000485,1.54e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,No,-6.58,0,0,0,0,0,0.55,0,0,0,3.38
28,16,0.25,-4.31,0.019,4.9e-05,Moderately soluble,-4.93,0.00455,1.17e-05,Moderately soluble,-6.12,0.000292,7.52e-07,Poorly soluble,High,No,No,No,No,Yes,No,Yes,-6.38,0,0,0,0,0,0.55,0,0,1,3.76
28,17,0.24,-3.27,0.205,0.000538,Soluble,-2.77,0.649,0.00171,Soluble,-7.09,3.07e-05,8.07e-08,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-7.4,0,0,0,0,0,0.55,0,0,1,3.06
17,10,0.36,-3.9,0.0397,0.000127,Soluble,-4.15,0.0221,7.04e-05,Moderately soluble,-3.59,0.0813,0.000259,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.09,0,0,0,0,0,0.55,0,0,0,3.29
26,16,0.22,-5.06,0.00369,8.79e-06,Moderately soluble,-4.91,0.00515,1.23e-05,Moderately soluble,-7.27,2.28e-05,5.42e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.14,0,0,0,0,0,0.55,0,0,2,3.47
27,12,0.33,-4.73,0.00802,1.86e-05,Moderately soluble,-4.44,0.0158,3.67e-05,Moderately soluble,-7.18,2.82e-05,6.53e-08,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.43,0,0,0,0,0,0.55,0,0,2,3.86
21,19,0.07,-3.96,0.0326,0.00011,Soluble,-4.12,0.0225,7.58e-05,Moderately soluble,-4.69,0.00607,2.04e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-6.15,0,0,0,0,0,0.55,0,0,0,3.37
33,25,0.2,-5.97,0.000493,1.08e-06,Moderately soluble,-6.71,8.84e-05,1.94e-07,Poorly soluble,-8.12,3.43e-06,7.53e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.69,0,1,0,0,0,0.55,0,0,2,4.29
25,12,0.37,-3.83,0.0528,0.000146,Soluble,-3.67,0.0768,0.000213,Soluble,-6.22,0.000216,6e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.55,0,0,0,0,0,0.55,0,0,1,3.06
17,5,0.36,-2.04,2.29,0.00909,Soluble,-2.89,0.322,0.00128,Soluble,-1.41,9.79,0.0388,Soluble,High,No,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.56,0,1,0,3.72
29,20,0.23,-5.0,0.00388,9.96e-06,Moderately soluble,-5.03,0.00363,9.32e-06,Moderately soluble,-6.73,7.23e-05,1.86e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.86,0,0,0,0,0,0.55,0,0,2,3.51
19,17,0.0,-3.52,0.0821,0.000302,Soluble,-3.24,0.156,0.000574,Soluble,-5.37,0.00117,4.3e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-6.23,0,0,0,0,0,0.55,0,0,0,2.4
29,12,0.45,-3.7,0.0844,0.000201,Soluble,-4.12,0.0315,7.51e-05,Moderately soluble,-5.49,0.00136,3.24e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,Yes,-7.27,0,0,0,0,0,0.55,0,0,1,3.13
28,22,0.14,-5.72,0.000746,1.91e-06,Moderately soluble,-6.34,0.000178,4.57e-07,Poorly soluble,-9.05,3.46e-07,8.87e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.14,0,0,0,0,0,0.55,0,0,2,3.44
24,9,0.53,-2.19,2.28,0.0065,Soluble,-2.35,1.57,0.00447,Soluble,-3.42,0.135,0.000385,Soluble,High,No,Yes,No,No,No,No,No,-8.05,0,0,0,0,0,0.55,0,0,1,3.38
25,15,0.35,-3.09,0.291,0.000814,Soluble,-2.72,0.673,0.00188,Soluble,-4.62,0.00857,2.4e-05,Moderately soluble,High,No,Yes,No,Yes,No,No,Yes,-7.59,0,0,0,0,0,0.55,0,0,1,3.54
23,15,0.31,-3.26,0.18,0.000549,Soluble,-3.48,0.109,0.000333,Soluble,-4.08,0.0274,8.38e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.98,0,0,0,0,0,0.55,0,0,0,3.51
26,12,0.4,-2.98,0.377,0.00106,Soluble,-2.73,0.657,0.00184,Soluble,-5.75,0.000628,1.76e-06,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-7.3,0,0,0,0,0,0.55,0,0,1,3.13
20,14,0.33,-0.98,28.6,0.104,Very soluble,-0.34,125.0,0.456,Very soluble,-1.97,2.97,0.0108,Soluble,High,No,No,No,No,No,No,No,-8.89,0,1,0,0,0,0.55,0,0,0,3.28
23,21,0.0,-4.46,0.0107,3.5e-05,Moderately soluble,-4.77,0.00525,1.72e-05,Moderately soluble,-7.11,2.38e-05,7.76e-08,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-5.72,0,0,0,0,0,0.55,0,0,0,3.13
25,15,0.29,-4.25,0.0186,5.61e-05,Moderately soluble,-3.82,0.0501,0.000151,Soluble,-7.09,2.7e-05,8.15e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,0,4.21
18,11,0.21,-3.57,0.0703,0.000271,Soluble,-3.86,0.0355,0.000137,Soluble,-4.69,0.00532,2.05e-05,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-5.78,0,0,0,0,0,0.55,0,0,0,3.44
19,15,0.09,-2.52,0.802,0.00305,Soluble,-2.13,1.94,0.00737,Soluble,-4.36,0.0115,4.38e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.24,0,0,0,0,0,0.55,0,0,0,2.33
27,12,0.19,-4.58,0.01,2.62e-05,Moderately soluble,-4.65,0.00844,2.21e-05,Moderately soluble,-5.73,0.000715,1.87e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-6.17,0,0,0,0,0,0.55,0,1,1,3.87
24,12,0.18,-3.8,0.0522,0.000158,Soluble,-4.69,0.00673,2.04e-05,Moderately soluble,-4.13,0.0242,7.33e-05,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-6.43,0,0,0,0,0,0.55,1,0,0,2.86
22,19,0.0,-5.77,0.000674,1.71e-06,Moderately soluble,-5.25,0.00222,5.62e-06,Moderately soluble,-7.54,1.13e-05,2.86e-08,Poorly soluble,High,Yes,No,Yes,No,Yes,No,No,-5.42,0,0,0,0,0,0.55,0,1,2,2.53
22,15,0.06,-4.21,0.0179,6.11e-05,Moderately soluble,-4.01,0.0285,9.73e-05,Moderately soluble,-6.05,0.000261,8.91e-07,Poorly soluble,High,Yes,No,Yes,No,No,No,No,-5.7,0,0,0,0,0,0.55,0,0,0,3.12
22,12,0.24,-5.12,0.00258,7.64e-06,Moderately soluble,-5.69,0.000691,2.04e-06,Moderately soluble,-7.1,2.68e-05,7.93e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-4.71,0,0,0,0,1,0.55,0,0,1,2.7
39,15,0.55,-6.5,0.000172,3.19e-07,Poorly soluble,-7.15,3.79e-05,7.03e-08,Poorly soluble,-8.3,2.7e-06,5.01e-09,Poorly soluble,Low,No,Yes,No,No,No,Yes,Yes,-5.57,1,4,0,1,1,0.56,0,0,3,5.08
19,16,0.06,-4.25,0.0143,5.69e-05,Moderately soluble,-4.25,0.0142,5.62e-05,Moderately soluble,-6.26,0.000138,5.48e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.19,0,0,0,0,0,0.55,0,0,1,3.0
20,12,0.13,-3.4,0.11,0.000402,Soluble,-4.14,0.0199,7.27e-05,Moderately soluble,-3.67,0.0586,0.000214,Soluble,High,No,No,Yes,No,Yes,No,Yes,-6.08,0,0,0,0,0,0.55,1,1,0,2.2
28,15,0.37,-5.23,0.00276,5.94e-06,Moderately soluble,-5.25,0.0026,5.59e-06,Moderately soluble,-5.88,0.000619,1.33e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-6.47,0,0,0,0,0,0.55,0,0,2,3.26
29,11,0.64,-3.79,0.0644,0.000162,Soluble,-3.84,0.0579,0.000146,Soluble,-6.37,0.000168,4.24e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.91,0,0,0,0,0,0.55,0,0,1,3.88
33,18,0.33,-4.38,0.0187,4.18e-05,Moderately soluble,-4.23,0.0263,5.88e-05,Moderately soluble,-6.65,0.000101,2.25e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.2,0,0,0,0,0,0.55,0,0,1,4.19
22,15,0.31,-2.32,1.42,0.00478,Soluble,-2.35,1.31,0.00442,Soluble,-3.35,0.132,0.000445,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,1,0,0,0,0.55,0,0,0,2.76
30,23,0.13,-5.24,0.0024,5.77e-06,Moderately soluble,-5.33,0.00193,4.65e-06,Moderately soluble,-8.34,1.9e-06,4.57e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.93,0,0,0,0,0,0.55,0,0,2,3.66
32,19,0.3,-4.46,0.0158,3.5e-05,Moderately soluble,-4.97,0.00484,1.07e-05,Moderately soluble,-7.24,2.59e-05,5.74e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.12,0,0,0,0,0,0.55,0,0,1,3.71
30,12,0.43,-3.84,0.0603,0.000146,Soluble,-4.34,0.0189,4.59e-05,Moderately soluble,-6.47,0.00014,3.4e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.79,0,0,0,0,0,0.55,0,0,2,3.53
19,5,0.71,-2.26,1.45,0.00553,Soluble,-2.36,1.15,0.00438,Soluble,-3.48,0.0869,0.000331,Soluble,High,No,Yes,No,No,No,No,No,-6.86,0,0,0,0,0,0.55,0,0,0,3.22
27,22,0.11,-4.83,0.00576,1.49e-05,Moderately soluble,-4.82,0.00582,1.51e-05,Moderately soluble,-7.96,4.21e-06,1.09e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,No,No,-6.11,0,0,0,0,0,0.55,0,0,2,3.54
32,25,0.12,-4.78,0.00705,1.66e-05,Moderately soluble,-4.92,0.00508,1.2e-05,Moderately soluble,-7.84,6.14e-06,1.45e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-6.57,0,0,0,0,0,0.55,0,0,1,3.58
19,15,0.14,-2.86,0.349,0.00137,Soluble,-2.96,0.283,0.00111,Soluble,-5.25,0.00142,5.57e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.59,0,0,0,0,0,0.55,0,0,0,2.75
34,11,0.52,-4.67,0.00993,2.12e-05,Moderately soluble,-5.36,0.00204,4.35e-06,Moderately soluble,-5.54,0.00135,2.89e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.66,0,1,0,0,0,0.55,0,0,3,4.35
20,11,0.15,-3.37,0.132,0.000424,Soluble,-4.35,0.0138,4.43e-05,Moderately soluble,-4.61,0.00768,2.47e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.48,0,0,0,0,0,0.55,0,0,0,3.03
22,12,0.24,-4.29,0.0162,5.11e-05,Moderately soluble,-5.04,0.00285,9.02e-06,Moderately soluble,-6.19,0.000203,6.41e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.43,0,0,0,0,0,0.55,0,2,1,3.12
23,17,0.12,-3.33,0.145,0.000469,Soluble,-3.66,0.0672,0.000216,Soluble,-4.59,0.00798,2.57e-05,Moderately soluble,High,No,No,Yes,Yes,No,No,No,-6.67,0,0,0,0,0,0.56,0,0,0,2.79
25,17,0.22,-3.52,0.102,0.0003,Soluble,-4.21,0.0208,6.14e-05,Moderately soluble,-6.65,7.59e-05,2.24e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.62,0,0,0,0,0,0.55,0,0,0,3.65
32,23,0.15,-5.17,0.00291,6.78e-06,Moderately soluble,-5.6,0.00108,2.51e-06,Moderately soluble,-9.75,7.6e-08,1.77e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.83,0,0,0,0,0,0.55,0,0,3,3.75
23,6,0.6,-2.59,0.924,0.00255,Soluble,-2.97,0.391,0.00108,Soluble,-4.45,0.013,3.59e-05,Moderately soluble,High,No,No,No,Yes,No,No,No,-7.49,0,0,0,0,0,0.55,0,0,2,3.25
25,21,0.15,-4.75,0.00589,1.79e-05,Moderately soluble,-5.3,0.00167,5.06e-06,Moderately soluble,-8.08,2.72e-06,8.26e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.33,0,0,0,0,0,0.55,0,0,1,2.53
36,12,0.52,-5.6,0.00125,2.52e-06,Moderately soluble,-6.12,0.000374,7.54e-07,Poorly soluble,-6.96,5.43e-05,1.09e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-5.99,0,4,0,1,0,0.55,0,0,3,5.58
23,9,0.38,-2.87,0.442,0.00134,Soluble,-3.24,0.191,0.000577,Soluble,-3.65,0.0738,0.000223,Soluble,High,No,Yes,Yes,Yes,No,No,No,-7.32,0,0,0,0,0,0.55,0,0,0,3.9
30,6,0.65,-3.45,0.144,0.000352,Soluble,-2.97,0.434,0.00106,Soluble,-3.92,0.0497,0.000121,Soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-7.46,0,0,0,0,0,0.55,0,0,1,4.44
24,15,0.05,-3.57,0.0853,0.000266,Soluble,-4.05,0.0287,8.96e-05,Moderately soluble,-5.65,0.00072,2.25e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.36,0,0,0,0,0,0.56,0,1,0,2.35
20,6,0.57,-2.42,1.15,0.0038,Soluble,-2.88,0.395,0.00131,Soluble,-4.7,0.00606,2.01e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.07,0,0,0,0,0,0.55,0,0,0,2.98
15,9,0.45,-3.55,0.0756,0.000284,Soluble,-2.85,0.374,0.0014,Soluble,-3.94,0.0305,0.000115,Soluble,High,Yes,Yes,Yes,No,No,No,No,-6.11,0,0,0,0,0,0.55,0,0,0,2.8
29,10,0.54,-5.03,0.00374,9.33e-06,Moderately soluble,-5.92,0.000482,1.2e-06,Moderately soluble,-6.16,0.000277,6.92e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-5.53,0,0,0,0,0,0.55,0,2,2,4.97
23,6,0.65,-1.99,3.29,0.0103,Very soluble,-1.21,19.7,0.0615,Very soluble,-3.14,0.232,0.000723,Soluble,High,Yes,Yes,No,No,No,No,No,-7.99,0,0,0,0,0,0.55,0,0,0,3.2
31,16,0.27,-4.08,0.0381,8.27e-05,Moderately soluble,-4.24,0.0265,5.76e-05,Moderately soluble,-6.85,6.57e-05,1.43e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.39,0,0,0,0,0,0.55,0,0,2,4.01
28,18,0.23,-6.59,9.56e-05,2.57e-07,Poorly soluble,-7.22,2.23e-05,5.99e-08,Poorly soluble,-8.92,4.48e-07,1.21e-09,Poorly soluble,Low,No,Yes,No,Yes,No,Yes,No,-3.5,1,1,0,1,1,0.55,0,1,3,3.01
25,11,0.33,-5.34,0.00173,4.53e-06,Moderately soluble,-7.0,3.81e-05,9.97e-08,Poorly soluble,-6.17,0.000259,6.78e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-4.87,0,0,0,0,1,0.55,0,0,3,3.26
22,11,0.41,-4.73,0.00722,1.88e-05,Moderately soluble,-5.06,0.00335,8.71e-06,Moderately soluble,-6.91,4.73e-05,1.23e-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.72,0,0,0,0,0,0.55,0,0,2,2.91
25,6,0.68,-3.83,0.0544,0.000149,Soluble,-4.44,0.0134,3.65e-05,Moderately soluble,-4.39,0.0148,4.05e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-6.36,0,0,0,0,0,0.55,0,0,1,3.21
34,23,0.15,-3.8,0.0721,0.000159,Soluble,-3.19,0.295,0.000648,Soluble,-7.78,7.49e-06,1.65e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.68,0,1,0,0,0,0.55,0,0,2,3.47
25,15,0.31,-2.73,0.666,0.00185,Soluble,-2.81,0.554,0.00154,Soluble,-4.61,0.00885,2.45e-05,Moderately soluble,High,No,Yes,Yes,No,No,No,Yes,-7.96,0,0,0,0,0,0.55,0,0,1,3.73
21,9,0.38,-2.73,0.524,0.00185,Soluble,-2.49,0.922,0.00326,Soluble,-4.33,0.0133,4.7e-05,Moderately soluble,High,No,Yes,Yes,No,No,Yes,No,-6.96,0,0,0,0,0,0.55,0,0,0,2.85
22,17,0.2,-4.48,0.00961,3.33e-05,Moderately soluble,-3.77,0.0492,0.000171,Soluble,-6.96,3.18e-05,1.1e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.42,0,0,0,0,0,0.55,0,0,1,3.68
23,12,0.24,-3.69,0.0648,0.000205,Soluble,-3.93,0.0373,0.000118,Soluble,-4.8,0.00501,1.59e-05,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,No,-6.23,0,0,0,0,0,0.55,0,0,0,4.21
22,12,0.21,-2.44,1.12,0.00364,Soluble,-2.42,1.16,0.00376,Soluble,-3.2,0.193,0.000627,Soluble,High,No,No,No,No,No,No,No,-7.55,0,0,0,0,0,0.55,0,0,0,2.69
27,15,0.35,-3.79,0.0593,0.000162,Soluble,-3.94,0.0418,0.000114,Soluble,-5.2,0.00229,6.27e-06,Moderately soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-6.8,0,0,0,0,0,0.55,0,0,1,3.51
27,15,0.29,-5.0,0.00381,9.91e-06,Moderately soluble,-4.98,0.00402,1.05e-05,Moderately soluble,-6.38,0.00016,4.18e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.6,0,0,0,0,0,0.55,0,0,2,2.66
26,16,0.43,-4.53,0.0105,2.98e-05,Moderately soluble,-4.62,0.00839,2.38e-05,Moderately soluble,-6.36,0.000156,4.42e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.62,0,0,0,0,0,0.55,0,0,2,3.17
19,11,0.15,-2.76,0.445,0.00173,Soluble,-3.67,0.055,0.000214,Soluble,-3.85,0.0359,0.00014,Soluble,High,No,No,No,No,No,No,No,-6.63,0,0,0,0,0,0.55,0,2,0,2.87
30,11,0.62,-4.71,0.00782,1.93e-05,Moderately soluble,-4.86,0.0056,1.38e-05,Moderately soluble,-5.03,0.00377,9.29e-06,Moderately soluble,High,Yes,No,No,Yes,No,Yes,Yes,-6.05,0,0,0,0,0,0.55,0,0,2,5.55
24,18,0.26,-3.78,0.0527,0.000165,Soluble,-3.36,0.14,0.000436,Soluble,-4.95,0.00356,1.11e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,No,-6.45,0,0,0,0,0,0.55,0,0,0,3.04
20,12,0.19,-3.27,0.145,0.000532,Soluble,-3.26,0.149,0.000544,Soluble,-5.1,0.00216,7.89e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.14,0,0,0,0,0,0.55,0,0,0,2.44
26,11,0.5,-4.25,0.0213,5.58e-05,Moderately soluble,-4.59,0.00987,2.59e-05,Moderately soluble,-5.4,0.00153,4e-06,Moderately soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.38,0,0,0,0,0,0.55,0,0,1,3.7
31,20,0.22,-4.95,0.00493,1.13e-05,Moderately soluble,-6.25,0.000244,5.59e-07,Poorly soluble,-8.62,1.04e-06,2.37e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.05,0,0,0,0,0,0.55,0,0,3,3.46
